date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,INFLUENZA A,INFLUENZA B,INFLUENZA A AND B,UNKNOWN
2/12/18 0:00,6.46068,6.83583,13340,31984,75987,2215,1111598,1141,662,13,2
2/19/18 0:00,4.95341,5.17354,10142,20394,52961,2259,1023689,812,681,5,6
2/26/18 0:00,3.67274,3.55184,7190,13370,35932,2194,1011645,514,498,10,3
3/5/18 0:00,3.2037,3.01348,6357,10841,29109,2203,965961,327,476,1,1
3/12/18 0:00,2.78869,2.73862,5590,9479,25928,2188,946753,265,533,3,2
3/19/18 0:00,2.50234,2.48438,5212,8635,23785,2168,957380,238,415,1,2
3/26/18 0:00,2.41065,2.36593,4722,7216,20696,2131,874750,233,410,1,2
4/2/18 0:00,2.07542,2.03306,4550,6211,19067,2117,937849,168,373,2,1
4/9/18 0:00,1.78234,1.8062,4148,5508,16672,2076,923041,106,278,2,0
4/16/18 0:00,1.61608,1.58958,3859,5269,14892,2103,936850,92,203,1,0
4/23/18 0:00,1.53992,1.54077,3725,5343,14572,2079,945759,98,186,1,0
10/1/18 0:00,1.41846,1.42429,4857,6300,17839,2565,1252483,13,8,0,0
10/8/18 0:00,1.40418,1.48151,5307,6250,18561,2609,1252846,13,16,0,0
10/15/18 0:00,1.47401,1.59449,5582,6799,19930,2586,1249933,18,12,0,0
10/22/18 0:00,1.64257,1.72683,6242,7478,21616,2646,1251776,13,17,0,0
10/29/18 0:00,1.79275,1.84522,6864,8285,23154,2633,1254812,27,16,2,1
11/5/18 0:00,1.87043,1.93069,7504,8448,24073,2645,1246860,38,14,1,0
11/12/18 0:00,1.98387,2.09114,7805,8050,24347,2631,1164292,59,7,1,0
11/19/18 0:00,2.24169,2.41082,8598,7193,24612,2586,1020898,79,15,0,0
11/26/18 0:00,2.14883,2.25019,8885,8787,29080,2640,1292335,144,13,3,1
12/3/18 0:00,2.25531,2.30458,8803,9269,28356,2633,1230419,173,22,1,1
12/10/18 0:00,2.64571,2.73758,10150,11373,33098,2622,1209022,334,10,1,1
12/17/18 0:00,3.14075,3.24643,11507,12811,38236,2571,1177786,537,20,5,1
12/24/18 0:00,3.97127,4.19267,13586,12026,43904,2545,1047161,817,25,5,2
12/31/18 0:00,3.46125,3.63499,11675,9557,42094,2609,1158023,853,28,2,1
1/7/19 0:00,3.07707,3.14077,9344,10744,38752,2629,1233836,704,29,2,0
1/14/19 0:00,3.32915,3.36551,9668,14248,41109,2633,1221478,588,27,2,3
1/21/19 0:00,3.81999,3.89305,10728,16925,46113,2614,1184495,649,24,2,1
1/28/19 0:00,4.3419,4.5253,11606,22188,55187,2639,1219521,830,28,0,3
2/4/19 0:00,4.88288,5.21525,13828,29688,69442,2644,1331519,986,19,3,2
2/11/19 0:00,5.04211,5.43173,14224,29223,69978,2628,1288318,1089,27,0,2
2/18/19 0:00,4.88596,5.2776,13612,26456,66345,2623,1257106,1296,35,2,2
2/25/19 0:00,4.5499,4.59585,11622,23450,58735,2634,1278001,1313,15,0,5
3/4/19 0:00,4.38001,4.40341,11146,21736,55348,2614,1256934,1481,26,2,7
3/11/19 0:00,4.2288,4.13279,10975,20065,53133,2622,1285646,1553,40,2,3
3/18/19 0:00,3.68449,3.56166,9559,16537,44786,2596,1257449,1350,50,1,1
3/25/19 0:00,3.08744,3.05634,8621,13608,37844,2587,1238213,996,38,1,1
4/1/19 0:00,2.69971,2.68251,7591,11757,32905,2597,1226648,744,34,0,1
4/8/19 0:00,2.28549,2.26747,6739,9988,27803,2542,1226170,486,34,0,1
4/15/19 0:00,2.01443,1.96931,6319,7894,23122,2517,1174114,285,36,3,1
4/22/19 0:00,1.7141,1.72372,5689,6617,20583,2490,1194101,186,47,1,1
9/30/19 0:00,1.49064,1.50415,6218,7658,21915,2896,1456967,22,6,0,0
10/7/19 0:00,1.59269,1.59823,6550,7638,22953,2924,1436150,23,11,0,0
10/14/19 0:00,1.72517,1.73838,7273,8277,24857,2950,1429897,32,18,0,0
10/21/19 0:00,1.83428,1.8605,7892,9349,27419,2980,1473740,32,22,2,1
10/28/19 0:00,2.04049,2.01425,8658,10068,28910,2989,1435277,48,20,1,0
11/4/19 0:00,2.39351,2.36364,10557,12551,34586,3007,1463253,56,31,0,0
11/11/19 0:00,2.63245,2.64431,11446,13671,37728,2976,1426760,63,58,1,0
11/18/19 0:00,2.91944,2.97548,12714,17049,44148,2971,1483729,92,91,0,1
11/25/19 0:00,3.41066,3.44787,14389,14717,43817,2971,1270842,159,111,1,0
12/2/19 0:00,3.2622,3.31577,13839,16389,48877,2977,1474075,177,186,2,1
12/9/19 0:00,3.94308,3.86928,14728,21877,56444,2947,1458774,255,244,2,1
12/16/19 0:00,5.06529,5.02757,17999,29177,71584,2913,1423829,398,305,2,0
12/23/19 0:00,7.06161,7.15315,24097,34004,95757,2905,1338669,798,500,1,2
12/30/19 0:00,5.91974,6.22926,21564,23383,88681,2957,1423620,880,663,5,1
1/6/20 0:00,4.94176,5.06974,15547,22747,75585,2987,1490905,824,486,5,6
1/13/20 0:00,5.33174,5.35782,16587,29657,79746,2983,1488404,842,376,5,2
1/20/20 0:00,6.08106,6.0261,18558,35216,90072,2984,1494697,1020,320,4,1
1/27/20 0:00,6.74724,6.87271,20299,44117,108307,2984,1575900,1192,357,2,3
2/3/20 0:00,6.7998,7.08261,20270,45491,111289,2994,1571300,1394,355,7,3
2/10/20 0:00,6.11292,6.22068,17393,36909,95418,2958,1533883,1188,270,4,1
2/17/20 0:00,5.55671,5.62148,15233,28328,79832,2909,1420123,1226,233,3,4
2/24/20 0:00,5.12279,5.10226,13817,25487,74809,2934,1466192,1102,177,3,4
3/2/20 0:00,5.26652,5.28928,13888,26396,78779,2901,1489410,1005,142,4,2
3/9/20 0:00,5.67081,6.29229,14149,27752,89571,2836,1423503,736,86,3,1
3/16/20 0:00,6.38029,7.35285,10790,17512,78584,2798,1068755,315,47,4,1
3/23/20 0:00,4.91692,6.22687,5129,8322,53142,2727,853431,73,15,3,1
3/30/20 0:00,3.78625,4.82995,2359,4852,36251,2684,750546,21,13,1,0
4/6/20 0:00,2.80122,3.47366,1496,3426,24974,2686,718953,4,11,1,1
4/13/20 0:00,2.12879,2.57382,1068,2666,18265,2666,709645,9,9,3,0
4/20/20 0:00,1.73315,2.02032,926,2317,15164,2652,750576,4,5,0,0
9/28/20 0:00,1.09211,1.08024,2454,4715,16466,3246,1524289,0,0,1,0
10/5/20 0:00,1.21201,1.19451,2558,5239,19144,3318,1602667,0,2,0,0
10/12/20 0:00,1.11151,1.09796,2313,4613,17235,3301,1569727,1,4,1,0
10/19/20 0:00,1.18662,1.15393,2454,4834,18133,3330,1571417,2,4,1,0
10/26/20 0:00,1.25262,1.18924,2512,4916,18554,3421,1560158,1,5,1,0
11/2/20 0:00,1.44427,1.33759,2726,5825,21370,3425,1597645,5,7,0,0
11/9/20 0:00,1.48969,1.37845,2776,5544,22598,3391,1639379,5,7,1,0
11/16/20 0:00,1.56064,1.43236,2692,5342,22709,3334,1585429,5,5,1,0
11/23/20 0:00,1.61944,1.49959,2484,4584,21313,3333,1421255,2,4,2,0
11/30/20 0:00,1.57347,1.44967,2597,4861,22251,3339,1534905,8,8,1,0
12/7/20 0:00,1.51939,1.42617,2504,4692,22103,3358,1549810,4,6,3,0
12/14/20 0:00,1.50599,1.39797,2482,4282,20874,3299,1493163,4,6,0,1
12/21/20 0:00,1.55485,1.45725,2323,3564,19836,3301,1361197,3,10,0,0
12/28/20 0:00,1.58903,1.53781,2583,3933,22423,3280,1458113,6,10,1,0
1/4/21 0:00,1.47519,1.4348,2414,4549,22711,3316,1582870,3,8,0,0
1/11/21 0:00,1.28752,1.2606,2297,3975,19018,3278,1508647,2,6,0,0
1/18/21 0:00,1.25172,1.21098,2566,4056,18350,3315,1515305,1,3,1,0
1/25/21 0:00,1.10177,1.12283,2558,3953,16896,3324,1504764,6,3,0,0
2/1/21 0:00,1.16565,1.08237,2636,4015,16098,3295,1487296,3,7,1,0
2/8/21 0:00,1.00609,0.975086,2552,3730,14079,3246,1443873,2,4,0,0
2/15/21 0:00,0.986101,0.907555,2318,3144,12591,3256,1387354,2,2,0,0
2/22/21 0:00,0.864388,0.860857,2543,3541,13344,3276,1550083,2,3,0,0
3/1/21 0:00,0.828056,0.842356,2771,3540,13000,3278,1543291,5,4,0,0
3/8/21 0:00,0.882103,0.902897,3218,3806,14077,3284,1559093,3,3,0,0
3/15/21 0:00,0.908033,0.939382,3514,3856,14574,3227,1551445,0,2,1,0
3/22/21 0:00,0.947577,0.96011,3817,3915,15354,3201,1599192,2,2,0,0
3/29/21 0:00,0.975225,0.998141,4116,4089,15993,3257,1602279,3,1,0,0
4/5/21 0:00,1.06101,1.07796,4731,4685,18100,3277,1679101,1,3,0,0
4/12/21 0:00,1.08091,1.1089,5227,4907,19165,3282,1728295,0,2,0,1
4/19/21 0:00,1.10326,1.1502,5763,5093,19305,3248,1678407,0,2,0,0
4/26/21 0:00,1.13361,1.1834,6326,5503,20099,3256,1698411,1,2,0,0
10/4/21 0:00,2.04291,1.96951,13140,13154,39535,3501,2007349,2,3,1,0
10/11/21 0:00,1.94883,1.90695,13072,11985,37638,3510,1973726,5,7,0,0
10/18/21 0:00,1.92689,1.86187,12500,11458,35714,3474,1918176,7,2,0,0
10/25/21 0:00,1.9797,1.89376,12859,11888,36639,3509,1934723,5,4,0,0
11/1/21 0:00,2.13555,2.08777,13304,14454,40030,3515,1917361,6,2,0,0
11/8/21 0:00,2.26828,2.22941,14565,15840,44163,3530,1980931,15,1,1,0
11/15/21 0:00,2.41203,2.35687,14740,17358,47076,3526,1997393,16,8,0,0
11/22/21 0:00,2.51906,2.45867,14918,13401,43324,3519,1762089,45,1,0,0
11/29/21 0:00,2.55518,2.56351,15167,17353,52729,3545,2056903,77,1,1,0
12/6/21 0:00,2.73156,2.71846,14971,19971,55069,3544,2025745,122,3,0,0
12/13/21 0:00,3.14637,3.09823,16287,23450,62545,3518,2018736,167,6,0,0
12/20/21 0:00,4.00697,4.07867,18515,25073,79225,3496,1942424,209,2,0,0
12/27/21 0:00,4.90255,5.06901,24109,28952,113862,3455,2246237,272,10,0,0
1/3/22 0:00,4.32609,4.28066,17044,24738,93262,3487,2178681,177,7,0,0
1/10/22 0:00,3.53446,3.41579,12223,20214,69183,3499,2025389,110,9,0,0
1/17/22 0:00,2.80631,2.67796,9492,13268,48498,3503,1811003,69,4,2,0
1/24/22 0:00,2.07428,1.97776,7309,9526,34810,3485,1760073,43,4,0,0
1/31/22 0:00,1.68283,1.56091,6082,7748,25831,3415,1654872,45,7,0,1
2/7/22 0:00,1.44399,1.34542,6395,7610,23731,3474,1763832,51,3,0,0
2/14/22 0:00,1.49042,1.37085,6917,8500,23946,3474,1746795,58,7,0,0
2/21/22 0:00,1.46656,1.37026,7057,8330,23609,3472,1722955,79,2,0,2
2/28/22 0:00,1.58712,1.42301,7423,9830,25801,3470,1813130,102,1,0,0
3/7/22 0:00,1.70414,1.54683,8210,11085,28077,3485,1815133,117,3,0,0
3/14/22 0:00,1.83426,1.67881,9042,12124,31359,3454,1867926,175,6,0,0
3/21/22 0:00,1.87437,1.73443,9302,12648,32423,3449,1869370,207,2,0,0
3/28/22 0:00,1.97666,1.85462,9613,13660,34822,3443,1877580,276,3,0,1
4/4/22 0:00,2.07192,1.99404,10562,15187,38144,3453,1912899,307,4,0,1
4/11/22 0:00,2.16356,2.12964,11336,16095,40966,3446,1923613,315,1,0,0
4/18/22 0:00,2.20516,2.1833,11734,15748,42086,3457,1927635,345,4,1,0
4/25/22 0:00,2.30897,2.21509,12070,16372,43420,3426,1960190,351,8,1,0
5/2/22 0:00,2.36195,2.4143,12835,18631,47799,3394,1979830,316,3,1,0
5/9/22 0:00,2.55252,2.60892,14243,19989,52025,3376,1994121,292,9,0,0
5/16/22 0:00,2.4544,2.60434,15055,20746,54081,3414,2076569,218,4,0,1
5/23/22 0:00,2.39129,2.66831,14561,19982,52385,3351,1963229,183,3,0,1
5/30/22 0:00,2.43334,2.64646,15809,17507,51863,3345,1959711,135,6,0,0
6/6/22 0:00,2.16338,2.29329,14154,13726,45240,3342,1972714,89,4,0,1
10/3/22 0:00,2.61928,2.59379,18503,20141,57318,3684,2209814,115,7,0,1
10/10/22 0:00,2.97342,2.85133,20623,22779,63388,3720,2223106,152,8,1,1
10/17/22 0:00,3.33747,3.31688,23713,28368,75615,3726,2279700,256,14,2,0
10/24/22 0:00,4.40914,4.4466,32012,45003,109496,3788,2462467,493,16,2,2
10/31/22 0:00,5.46044,5.54702,37474,61015,139247,3776,2510305,707,12,3,4
11/7/22 0:00,5.77391,5.67263,38651,57053,140055,3793,2468962,915,21,0,9
11/14/22 0:00,5.95367,5.73531,34849,55229,137419,3777,2396019,1114,23,2,1
11/21/22 0:00,7.46674,7.37142,39539,62925,164936,3765,2237505,1985,34,3,17
11/28/22 0:00,7.22916,7.24012,38495,63623,185673,3767,2564503,2493,30,0,21
12/5/22 0:00,6.83803,6.82928,32316,62563,167248,3750,2448985,2103,30,2,13
12/12/22 0:00,6.32716,6.46231,28976,55613,151672,3751,2347026,1831,28,5,8
12/19/22 0:00,5.98024,6.1412,25500,41624,129978,3715,2116491,1611,22,2,6
12/26/22 0:00,5.33738,5.46656,22891,27251,112531,3703,2058533,1479,26,1,10
1/2/23 0:00,3.94632,4.07732,16651,21006,92034,3740,2257219,850,19,3,0
1/9/23 0:00,2.95379,3.05773,12231,18061,67720,3737,2214718,359,13,3,1
1/16/23 0:00,2.64461,2.70671,11720,16915,57770,3730,2134322,215,17,0,1
1/23/23 0:00,2.63254,2.67225,12170,18680,58231,3716,2179097,115,16,0,2
1/30/23 0:00,2.58785,2.68591,12686,19751,59326,3734,2208786,113,13,0,1
2/6/23 0:00,2.59797,2.70465,13271,20964,62258,3735,2301891,89,11,1,1
2/13/23 0:00,2.57397,2.6371,13127,19818,59665,3695,2262519,72,15,1,1
2/20/23 0:00,2.53338,2.58651,13478,18410,57223,3719,2212367,53,25,1,2
2/27/23 0:00,2.41141,2.44348,12693,18281,55682,3725,2278801,48,21,1,0
3/6/23 0:00,2.36135,2.40445,12840,18388,54686,3722,2274369,45,28,1,0
3/13/23 0:00,2.35552,2.43524,13086,17814,54263,3713,2228243,42,32,0,0
3/20/23 0:00,2.31452,2.41343,13043,18685,55394,3665,2295244,45,34,0,1
3/27/23 0:00,2.26061,2.34891,12413,18078,53342,3688,2270922,42,31,0,0
4/3/23 0:00,2.13495,2.20628,11586,15673,48355,3680,2191695,45,24,0,1
4/10/23 0:00,2.01808,2.0726,11151,14832,46725,3665,2254413,27,33,1,0
4/17/23 0:00,1.91773,1.95437,9912,14788,44507,3680,2277306,34,24,1,0
4/24/23 0:00,1.91233,1.97315,10041,15803,44802,3677,2270577,22,28,0,0
10/2/23 0:00,2.29437,2.25993,13519,19002,56312,4131,2491762,50,12,0,0
10/9/23 0:00,2.35661,2.31333,14421,18599,57524,4152,2486632,60,11,1,1
10/16/23 0:00,2.54534,2.51543,15720,20305,62503,4137,2484780,55,21,1,2
10/23/23 0:00,2.73456,2.68187,16987,22384,67635,4162,2521937,60,17,0,1
10/30/23 0:00,2.97593,2.91427,17798,24808,72231,4157,2478529,117,24,0,0
11/6/23 0:00,3.44474,3.32776,21464,29464,85459,4153,2568065,189,39,4,2
11/13/23 0:00,3.72733,3.57493,22024,30847,90948,4156,2544050,248,37,0,1
11/20/23 0:00,3.96716,3.7901,22396,25940,85524,4169,2256510,372,43,0,1
11/27/23 0:00,4.0711,3.96251,22647,30362,103712,4142,2617331,580,64,0,1
12/4/23 0:00,4.43001,4.3577,23354,38183,114141,4106,2619296,801,87,0,2
12/11/23 0:00,5.23531,5.20976,26077,48330,135998,4122,2610448,1138,124,3,5
12/18/23 0:00,6.29628,6.3132,29770,53491,163265,4093,2586088,1852,191,3,4
12/25/23 0:00,6.86008,6.90793,31488,41791,166750,4084,2413892,2467,243,4,5
1/1/24 0:00,5.76943,5.76353,24677,32320,143938,4112,2497395,1851,254,8,8
1/8/24 0:00,4.71303,4.7553,18151,31396,118459,4110,2491092,1472,175,7,3
1/15/24 0:00,4.37645,4.35212,16160,29154,100098,4121,2299985,1106,167,3,6
1/22/24 0:00,4.29285,4.22512,16225,34393,105571,4145,2498648,1029,177,1,1
1/29/24 0:00,4.47024,4.27996,17267,38567,107922,4127,2521568,925,149,1,2
2/5/24 0:00,4.51127,4.40173,17961,41789,112968,4130,2566444,868,192,6,4
2/12/24 0:00,4.40434,4.33653,17400,38985,108366,4118,2498912,835,186,2,1
2/19/24 0:00,4.38329,4.32522,17659,37127,107566,4111,2486951,832,186,1,2
2/26/24 0:00,4.10181,4.08164,17334,36003,104864,4110,2569164,798,213,4,3
3/4/24 0:00,3.7598,3.73403,16496,33098,94742,4114,2537260,631,189,0,4
3/11/24 0:00,3.43549,3.40093,15876,29166,84963,4053,2498228,508,149,1,0
3/18/24 0:00,3.11686,3.15455,15097,26542,78618,4106,2492206,419,152,0,3
3/25/24 0:00,2.99938,3.0343,14434,23556,73845,4099,2433678,411,118,0,3
4/1/24 0:00,2.79485,2.83344,13918,20517,68526,4074,2418470,369,137,1,1
4/8/24 0:00,2.56441,2.59313,13267,19722,64449,4088,2485371,285,99,0,1
4/15/24 0:00,2.27074,2.29554,11853,18319,57522,4074,2505816,220,62,1,1
4/22/24 0:00,2.21342,2.24527,11399,18188,55413,4047,2467989,158,47,1,2
4/29/24 0:00,2.12453,2.14655,11136,17612,53519,4001,2493255,112,27,0,0
5/6/24 0:00,2.02811,2.04178,10369,16479,50457,4048,2471221,95,19,1,1
5/13/24 0:00,1.99937,2.03197,10323,15732,49254,4002,2423948,68,21,0,1
5/20/24 0:00,1.93241,1.95808,9847,14626,47562,3962,2429017,66,17,0,1
5/27/24 0:00,1.90317,1.9223,9668,13385,44766,3951,2328772,68,14,0,0
6/3/24 0:00,1.68241,1.72665,8276,11484,41248,3923,2388904,49,16,0,0
6/10/24 0:00,1.60309,1.6062,7421,10231,37720,3916,2348396,40,9,0,1
6/17/24 0:00,1.5073,1.54206,6731,9048,35781,3914,2320335,54,9,0,1
6/24/24 0:00,1.48383,1.49644,6268,9093,35208,3861,2352786,41,6,0,0
7/1/24 0:00,1.39299,1.44723,5810,8077,32093,3889,2217551,44,8,0,0
7/8/24 0:00,1.45392,1.44843,6101,8819,34982,3876,2415173,47,5,0,0
7/15/24 0:00,1.45455,1.43289,5727,8326,33474,3859,2336121,23,11,0,0
7/22/24 0:00,1.5251,1.50564,6018,8651,34749,3887,2307921,21,5,0,0
7/29/24 0:00,1.5366,1.49629,6006,8902,34935,3889,2334775,17,1,0,0
8/5/24 0:00,1.54425,1.50949,6263,9040,34912,3839,2312831,24,8,0,0
8/12/24 0:00,1.51967,1.54313,6296,9976,35347,3721,2290608,25,4,1,0